Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"250 TERRACE AVE.","Jersey City",NJ,40.754866,-74.054451,1,rooftop,250,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"252 TERRACE AVE.","Jersey City",NJ,40.754928,-74.05441,1,rooftop,252,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"254 TERRACE AVE.","Jersey City",NJ,40.754989,-74.05437,1,rooftop,254,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"258 TERRACE AVE.","Jersey City",NJ,40.755066,-74.054319,1,rooftop,258,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"260 TERRACE AVE.","Jersey City",NJ,40.755156,-74.05426,1,rooftop,260,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"262 TERRACE AVE.","Jersey City",NJ,40.755244,-74.054202,1,rooftop,262,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"264 TERRACE AVE.","Jersey City",NJ,40.755328,-74.054147,1,rooftop,264,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"266 TERRACE AVE.","Jersey City",NJ,40.755409,-74.054093,1,rooftop,266,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"270 TERRACE AVE.","Jersey City",NJ,40.75548,-74.054046,1,rooftop,270,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"272 TERRACE AVE.","Jersey City",NJ,40.755542,-74.054005,1,rooftop,272,"Terrace Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"281 NORTH STREET","Jersey City",NJ,40.755765,-74.053858,1,rooftop,281,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"279 NORTH ST.","Jersey City",NJ,40.755756,-74.053738,1,rooftop,279,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"277 NORTH ST.","Jersey City",NJ,40.755724,-74.053656,1,rooftop,277,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"275 NORTH ST.","Jersey City",NJ,40.75569,-74.053571,1,rooftop,275,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"547 LIBERTY AVE.","Jersey City",NJ,40.755456,-74.053316,1,rooftop,547,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"545 LIBERTY AVE.","Jersey City",NJ,40.755387,-74.053361,1,rooftop,545,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"543 LIBERTY AVE.","Jersey City",NJ,40.755318,-74.053407,1,rooftop,543,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"541 LIBERTY AVE.","Jersey City",NJ,40.755248,-74.053453,1,rooftop,541,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"539 LIBERTY AVE.","Jersey City",NJ,40.755183,-74.053496,1,rooftop,539,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"537 LIBERTY AVE.","Jersey City",NJ,40.755122,-74.053536,1,rooftop,537,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"535 LIBERTY AVE.","Jersey City",NJ,40.75506,-74.053577,1,rooftop,535,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"533 LIBERTY AVE.","Jersey City",NJ,40.754999,-74.053617,1,rooftop,533,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"531 LIBERTY AVE.","Jersey City",NJ,40.754938,-74.053658,1,rooftop,531,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"529 LIBERTY AVE.","Jersey City",NJ,40.754845,-74.053718,1,rooftop,529,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"525 LIBERTY AVE.","Jersey City",NJ,40.754753,-74.053779,1,rooftop,525,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"523 LIBERTY AVE.","Jersey City",NJ,40.754692,-74.053819,1,rooftop,523,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"521 LIBERTY AVE.","Jersey City",NJ,40.754631,-74.05386,1,rooftop,521,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"519 LIBERTY AVE.","Jersey City",NJ,40.754569,-74.0539,1,rooftop,519,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"517 LIBERTY AVE","Jersey City",NJ,40.754505,-74.053942,1,rooftop,517,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"515 LIBERTY AVE.","Jersey City",NJ,40.754442,-74.053984,1,rooftop,515,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"513 LIBERTY AVE.","Jersey City",NJ,40.75437,-74.054032,1,rooftop,513,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"511 LIBERTY AVE.","Jersey City",NJ,40.754282,-74.054089,1,rooftop,511,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"509 LIBERTY AVE.","Jersey City",NJ,40.754207,-74.054139,1,rooftop,509,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"507 LIBERTY AVE.","Jersey City",NJ,40.754146,-74.054179,1,rooftop,507,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"505 LIBERTY AVE.","Jersey City",NJ,40.754085,-74.054219,1,rooftop,505,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"503 LIBERTY AVE.","Jersey City",NJ,40.754025,-74.054259,1,rooftop,503,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"501 LIBERTY AVE.","Jersey City",NJ,40.753964,-74.054299,1,rooftop,501,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"499 LIBERTY AVE.","Jersey City",NJ,40.753903,-74.054339,1,rooftop,499,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"497 LIBERTY AVE.","Jersey City",NJ,40.753842,-74.054379,1,rooftop,497,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"495 LIBERTY AVE.","Jersey City",NJ,40.753781,-74.05442,1,rooftop,495,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"493 LIBERTY AVE.","Jersey City",NJ,40.753719,-74.05446,1,rooftop,493,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"491 LIBERTY AVE.","Jersey City",NJ,40.753658,-74.054501,1,rooftop,491,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"489 LIBERTY AVE.","Jersey City",NJ,40.753597,-74.054541,1,rooftop,489,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"487 LIBERTY AVE.","Jersey City",NJ,40.753535,-74.054581,1,rooftop,487,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"485 LIBERTY AVE.","Jersey City",NJ,40.753474,-74.054622,1,rooftop,485,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"483-B LIBERTY AVE","Jersey City",NJ,40.75329,-74.054743,1,rooftop,483,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"483A LIBERTY AVE.","Jersey City",NJ,40.753351,-74.054703,1,rooftop,"483 A","Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"483 LIBERTY AVE.","Jersey City",NJ,40.75329,-74.054743,1,rooftop,483,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"481 LIBERTY AVE.","Jersey City",NJ,40.753228,-74.054784,1,rooftop,481,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"479 LIBERTY AVE.","Jersey City",NJ,40.753167,-74.054824,1,rooftop,479,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"477 LIBERTY AVE.","Jersey City",NJ,40.753123,-74.054944,1,rooftop,477,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"176 BLEECKER STREET","Jersey City",NJ,40.753225,-74.05521,1,rooftop,176,"Bleecker St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"178 BLEECKER ST.","Jersey City",NJ,40.753256,-74.055291,1,rooftop,178,"Bleecker St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"180 BLEECKER ST.","Jersey City",NJ,40.753287,-74.055371,1,rooftop,180,"Bleecker St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"166 BLEECKER ST.","Jersey City",NJ,40.753059,-74.05459,1,rooftop,166,"Bleecker St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"482 LIBERTY AVE.","Jersey City",NJ,40.753198,-74.054501,1,rooftop,482,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"484 LIBERTY AVE.","Jersey City",NJ,40.753256,-74.054463,1,rooftop,484,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"486 LIBERTY AVE.","Jersey City",NJ,40.753315,-74.054424,1,rooftop,486,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"488 LIBERTY AVE.","Jersey City",NJ,40.753375,-74.054384,1,rooftop,488,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"490 LIBERTY AVE.","Jersey City",NJ,40.753435,-74.054345,1,rooftop,490,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"492 LIBERTY AVE.","Jersey City",NJ,40.75354,-74.054285,1,rooftop,492,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"496 LIBERTY AVE.","Jersey City",NJ,40.753617,-74.054225,1,rooftop,496,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"498 LIBERTY AVE.","Jersey City",NJ,40.753709,-74.054164,1,rooftop,498,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"500 LIBERTY AVE.","Jersey City",NJ,40.753562,-74.054346,1,range_interpolation,500,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"502 LIBERTY AVE.","Jersey City",NJ,40.753801,-74.054104,1,rooftop,502,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"504 LIBERTY AVE.","Jersey City",NJ,40.753862,-74.054064,1,rooftop,504,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"506 LIBERTY AVE.","Jersey City",NJ,40.753922,-74.054024,1,rooftop,506,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"508 LIBERTY AVE.","Jersey City",NJ,40.753983,-74.053984,1,rooftop,508,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"510 LIBERTY AVE.","Jersey City",NJ,40.754044,-74.053944,1,rooftop,510,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"512 LIBERTY AVE.","Jersey City",NJ,40.754104,-74.053904,1,rooftop,512,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"514 LIBERTY AVE.","Jersey City",NJ,40.754165,-74.053864,1,rooftop,514,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"516 LIBERTY AVE.","Jersey City",NJ,40.754226,-74.053824,1,rooftop,516,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"518 LIBERTY AVE.","Jersey City",NJ,40.754287,-74.053784,1,rooftop,518,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"520 LIBERTY AVE.","Jersey City",NJ,40.754347,-74.053744,1,rooftop,520,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"522 LIBERTY AVE.","Jersey City",NJ,40.754411,-74.053702,1,rooftop,522,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"524 LIBERTY AVENUE","Jersey City",NJ,40.754474,-74.05366,1,rooftop,524,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"526 LIBERTY AVE.","Jersey City",NJ,40.754536,-74.05362,1,rooftop,526,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"526.5 LIBERTY AVENUE","Jersey City",NJ,40.745552,-74.060037,0.8,street_center,,"Co Rd 647","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"528 LIBERTY AVE.","Jersey City",NJ,40.754658,-74.053539,1,rooftop,528,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"530 LIBERTY AVE.","Jersey City",NJ,40.75472,-74.053498,1,rooftop,530,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"532 LIBERTY AVE.","Jersey City",NJ,40.754781,-74.053458,1,rooftop,532,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"534 LIBERTY AVE.","Jersey City",NJ,40.754842,-74.053417,1,rooftop,534,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"536 LIBERTY AVE.","Jersey City",NJ,40.754904,-74.053377,1,rooftop,536,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"538 LIBERTY AVE.","Jersey City",NJ,40.754966,-74.053336,1,rooftop,538,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"540 LIBERTY AVE.","Jersey City",NJ,40.755031,-74.053293,1,rooftop,540,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"542 LIBERTY AVE.","Jersey City",NJ,40.755098,-74.053249,1,rooftop,542,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"544 LIBERTY AVE.","Jersey City",NJ,40.755163,-74.053206,1,rooftop,544,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"546-548 LIBERTY AVE.","Jersey City",NJ,40.755214,-74.053159,1,rooftop,548,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"548 LIBERTY AVE.","Jersey City",NJ,40.755214,-74.053159,1,rooftop,548,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"550 LIBERTY AVE.","Jersey City",NJ,40.755331,-74.053095,1,rooftop,550,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"552 LIBERTY AVE.","Jersey City",NJ,40.755399,-74.053051,1,rooftop,552,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"554 LIBERTY AVE.","Jersey City",NJ,40.755436,-74.052941,1,rooftop,554,"Liberty Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"259 NORTH ST.","Jersey City",NJ,40.755367,-74.052756,1,rooftop,259,"North St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"211 COLUMBIA AVE.","Jersey City",NJ,40.755262,-74.052492,1,rooftop,211,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"209 COLUMBIA AVE.","Jersey City",NJ,40.755162,-74.052473,1,rooftop,209,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"207 COLUMBIA AVE.","Jersey City",NJ,40.755103,-74.052512,1,rooftop,207,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"203 COLUMBIA AVE.","Jersey City",NJ,40.755036,-74.052556,1,rooftop,203,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"201 COLUMBIA AVE.","Jersey City",NJ,40.754966,-74.052602,1,rooftop,201,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"199 COLUMBIA AVE.","Jersey City",NJ,40.754905,-74.052642,1,rooftop,199,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"197 COLUMBIA AVE.","Jersey City",NJ,40.754843,-74.052682,1,rooftop,197,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"195 COLUMBIA AVE.","Jersey City",NJ,40.754782,-74.052722,1,rooftop,195,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"193 COLUMBIA AVE.","Jersey City",NJ,40.754723,-74.052761,1,rooftop,193,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"189 COLUMBIA AVE.","Jersey City",NJ,40.754613,-74.052833,1,rooftop,189,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"187 COLUMBIA AVE.","Jersey City",NJ,40.754552,-74.052873,1,rooftop,187,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"185 COLUMBIA AVE.","Jersey City",NJ,40.75449,-74.052914,1,rooftop,185,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"183 COLUMBIA AVE.","Jersey City",NJ,40.754429,-74.052954,1,rooftop,183,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"181 COLUMBIA AVE.","Jersey City",NJ,40.754367,-74.052994,1,rooftop,181,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"179 COLUMBIA AVE.","Jersey City",NJ,40.754306,-74.053034,1,rooftop,179,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"177 COLUMBIA AVE.","Jersey City",NJ,40.754245,-74.053075,1,rooftop,177,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"175 COLUMBIA AVE.","Jersey City",NJ,40.754182,-74.053116,1,rooftop,175,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"173 COLUMBIA AVE.","Jersey City",NJ,40.75412,-74.053157,1,rooftop,173,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"171 COLUMBIA AVE.","Jersey City",NJ,40.754059,-74.053197,1,rooftop,171,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"167 COLUMBIA AVE.","Jersey City",NJ,40.753937,-74.053276,1,rooftop,167,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"165 COLUMBIA AVE.","Jersey City",NJ,40.753876,-74.053316,1,rooftop,165,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"163 COLUMBIA AVE.","Jersey City",NJ,40.753816,-74.053356,1,rooftop,163,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"161 COLUMBIA AVE.","Jersey City",NJ,40.753755,-74.053396,1,rooftop,161,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"159 COLUMBIA AVE.","Jersey City",NJ,40.753694,-74.053436,1,rooftop,159,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"157 COLUMBIA AVE.","Jersey City",NJ,40.753633,-74.053476,1,rooftop,157,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"155 COLUMBIA AVE.","Jersey City",NJ,40.753572,-74.053515,1,rooftop,155,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"153 COLUMBIA AVE.","Jersey City",NJ,40.753512,-74.053555,1,rooftop,153,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"151 COLUMBIA AVE.","Jersey City",NJ,40.753451,-74.053595,1,rooftop,151,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"149 COLUMBIA AVE.","Jersey City",NJ,40.75339,-74.053635,1,rooftop,149,"Columbia Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
